region;district_name;school_name;teachers;technical;students;edrpo
Вінницька;Жмеринка;"Загальноосвітня школа І-ІІІ ступенів №1 комунальної власності територіальної громади міста Жмеринки Вінницької області
";44;20;539;26244113
Вінницька;Жмеринка;"Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ст.-ліцей"" комунальної власності територіальної громади міста Жмеринки Вінницької області";59;18;840;26244107
Вінницька;Жмеринка;Загальноосвітня школа І-ІІІ ступенів №3 комунальної власності територіальної громади міста Жмеринки Вінницької області;82;23;981;26244136
Вінницька;Жмеринка;Загальноосвітня школа I-III ступенів №4 комунальної властності теріторіальної громади міста Жмеринки Вінницької області;61;22;854;26244099
Вінницька;Жмеринка;"Навчально - виховний комплекс ""Загальноосвітня школа І-ІІІ ст. - гімназія"" комунальної власності територіальної громади міста Жмеринки Вінницької області";70;23;864;23064971
Вінницька;Жмеринка;Загальноосвітня школа І-ІІІ ст. №6 комунальної власності територіальної громади м. Жмеринки Вінницької області ;70;30;825;26244128
Вінницька;Жмеринка;Жуковецька загальноосвітня школа І - ІІ ступенів;17;7;79;26242628
Вінницька;Жмеринка;Заклад загальної середньої освіти І - ІІ ступенів с. Коростівці;15;4;81;26242344
Вінницька;Жмеринка;Рівська загальноосвітня школа І-ІІ ступенів;16;6;50;26242456
Вінницька;Жмеринка;Заклад загальної середньої освіти І-ІІ ступенів села Щучинці;10;4;44;26242462
Вінницька;Козятин;"КНЗ ""Загальноосвітня школа І-ІІІ ступенів №3 Козятинської міської ради Вінницької області""";32;15;312;25844992
Вінницька;Козятин;"Комунальний навчальний заклад ""Спеціалізована школа І-ІІІ ступенів №1 ім. Т.Г. Шевченка"" Козятинської міської ради Вінницької обл.";63;21;810;23101028
Вінницька;Козятин;"Загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""школа-дитячий садок"" №6 Козятинської міської ради Вінницької області";25;19;110;26031191
Вінницька;Козятин;"Комунальний навчальний заклад ""Загальноосвітня школа І - ІІІ ступенів № 2 Козятинської міської ради Вінницької області""";40;17;513;25844928
Вінницька;Козятин;"""Загальноосвітня середня школа І-ІІІ ступенів №5 Козятинської міської ради Вінницької області""";39;18;450;25844970
Вінницька;Козятин;"Комунальний заклад ""Навчально-виховний комплекс І-ІІІ ступенів ""ліцей-школа"" Козятинської міської ради Вінницької області""";63;27;781;25512362
Вінницька;Ладижин;Ладижинський навчально-виховний комплекс №1 (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад) Ладижинської міської ради Вінницької області;33;26;236;26219581
Вінницька;Ладижин;Ладижинська загальноосвітня школа І-ІІІ ступенів №2 Ладижинської міської ради Вінницької області;71;27;936;25945998
Вінницька;Ладижин;Ладижинська загальноосвітня школа І-ІІІ ступенів №3 Ладижинської міської ради Вінницької області ;51;20;638;26219569
Вінницька;Ладижин;Ладижинська загальноосвітня школа І-ІІІ ступенів №4 Ладижинської міської ради Вінницької області;51;24;681;24902799
Вінницька;Могилів-Подільський;Гімназія №1 м. Могилева-Подільського Вінницької області;59;19;732;43125182
Вінницька;Могилів-Подільський;Гімназія № 2 м.Могилева-Подільського Вінницької області;57;20;718;43125858
Вінницька;Могилів-Подільський;Навчально-виховний комплекс №3 «загальноосвітній навчальний заклад - дошкільний навчальний заклад» м. Могилева - Подільського Вінницької області;78;45;796;40686503
Вінницька;Могилів-Подільський;"Навчально-виховний комплекс: загальноосвітня школа I-III ступенів №4-ліцей
м.Могилева-Подільського, Вінницької області.";65;17;807;25505729
Вінницька;Могилів-Подільський;Гімназія №5 м. Могилева-Подільского Вінницької області;39;26;454;43126060
Вінницька;Барський район;Верхівська загальноосвітня школа І-ІІІ ступенів;22;18;93;26229444
Вінницька;Барський район;Войнашівська загальноосвітня школа І-ІІІ ступенів;60;28;399;13326973
Вінницька;Барський район;"Гулівський НВК ""ЗЗСО І-ІІ ступенів - ЗДО""";16;15;79;26229480
Вінницька;Барський район;Журавлівська загальноосвітня школа І-ІІ ступенів, с. Журавлівка;18;9;68;24895160
Вінницька;Барський район;Копайгородська ЗОШ І-ІІІ ст. ім. О.С.Пушкіна;33;30;314;13326542
Вінницька;Барський район;"Комаровецький навчально-виховний комплекс ""Заклад загальної середньої освіти І-ІІ ступенів - заклад дошкільної освіти"" Н";19;15;72;26229527
Вінницька;Барський район;"Луко-Барський НВК""Загальноосвітня школа І-ІІІступенів-дошкільний навчальний заклад""";20;21;114;26229533
Вінницька;Барський район;Маньковецька загальноосвітня школа І-ІІІ ступенів;16;13;66;26229544
Вінницька;Барський район;Поповецька загальноосвітня школа І-ІІІ ступенів ;18;11;132;13338114
Вінницька;Барський район;"Балківський навчально- виховний комплекс ""дошкільний навчальний заклад- загальноовітня школа"" І-ІІ ступненів";22;14;146;13337681
Вінницька;Барський район;Гаївська загальноосвітня школа -сад І-ІІ ступенів ;21;17;79;26233598
Вінницька;Барський район;Гармацька загальноосвітня школа І-ІІ ступенів;22;13;94;26233612
Вінницька;Барський район;Кузьминецька загальноосвітня школа I-II ступенів Барського району Вінницької області;18;12;95;26233658
Вінницька;Барський район;"Матейківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад""";20;13;68;26233687
Вінницька;Барський район;"Мигалівецький навчально-виховний комплекс ""Заклад загальної середньої освіти І-ІІ ступенів - заклад дошкільної освіти"" імені Анатолія Гарматюка";23;17;65;26233693
Вінницька;Барський район;"Підлісноялтушківський навчально-виховний комплекс "" Загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад""";13;13;39;26233701
Вінницька;Барський район;Сеферівська загальноосвітня школа - сад І-ІІ ступенів Барського району Вінницької області;19;17;64;26233718
Вінницька;Барський район;Терешківська загальноосвітня школа І-ІІ ступенів Барського району Вінницької області;21;16;167;26233747
Вінницька;Барський район;"Чемериський навчально - виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І - ІІ ступенів""";17;15;62;26229214
Вінницька;Барський район;Ялтушківська загальноосвітня школа І-ІІІ ступенів Барської районної ради Вінницької області;38;24;270;13326430
Вінницька;Барський район;Івановецька загальноосвітня школа І - ІІ ступенів;19;13;77;26233635
Вінницька;Барський район;Кошаринецька загальноосвітня школа І-ІІ ступенів;15;8;71;26233641
Вінницька;Барський район;Митківська загальноосвітня школа І-ІІІ ступенів Барського району Вінницької області;20;12;77;26229556
Вінницька;Барський район;"Мальчовецький навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІ ступенів""";20;17;61;26233664
Вінницька;Барський район;Лісівська загальноосвітня школа І ступеня;5;5;25;26243450
Вінницька;Барський район;Окладнянська загальноосвітня школа - сад І ступеня;9;5;49;26243438
Вінницька;Барський район;Киянівська загальноосвітня школа - сад І ступенчя;6;8;19;26229208
Вінницька;Барський район;Каришківська загальноосвітня школа І-ІІІ ступенів;22;17;87;2141288
Вінницька;Барський район;"Марянівський навчально-виховний комплекс ""ДНЗ-ЗОШ"" Іступеня";7;10;15;2141288
Вінницька;Бершадський район;Великокиріївська загальноосвітня школа І-ІІІ ступенів;17;9;157;26228249
Вінницька;Бершадський район;П'ятківська загальноосвітня школа І-ІІІ ступенів;18;14;107;26228278
Вінницька;Бершадський район;Сумівська загальноосвітня школа І-ІІІ ступенів;18;11;71;26228321
Вінницька;Бершадський район;Бершадська загальноосвітня школа І-ІІІ ступенів №2 ;30;14;234;23056463
Вінницька;Бершадський район;Війтівська загальноосвітня школа І-ІІІ ступенів;37;19;460;26142269
Вінницька;Бершадський район;Яланецька загальноосвітня школа І-ІІІ ступенів;19;13;154;26228232
Вінницька;Бершадський район;Ставківська загальноосвітня школа І-ІІ ступенів;15;8;85;26228195
Вінницька;Бершадський район;Красносільська загальноосвітня школа І-ІІІ ступенів ;20;12;212;26228338
Вінницька;Бершадський район;М'якохідська загальноосвітня школа І-ІІ ступенів;14;11;71;26228143
Вінницька;Бершадський район;Бершадська загальноосвітня школа І-ІІІ ступенів № 1;51;29;749;23056479
Вінницька;Бершадський район;Баланівська загальноосвітня школа І-ІІІ ступенів ;27;15;260;26228284
Вінницька;Бершадський район;Лісничанська загальноосвітня школа І - ІІІ ступенів;16;12;82;26228309
Вінницька;Бершадський район;Березівська загальноосвітня школа І-ІІ ступенів;9;7;33;26228054
Вінницька;Бершадський район;"Бирлівська загальноосвітня школа I-II cт.
";17;9;129;26228172
Вінницька;Бершадський район;Тернівська загальноосвітня школа І-ІІІ ступенів;14;9;79;26228315
Вінницька;Бершадський район;Флоринська загальноосвітня школа І -ІІІ ст.;31;11;382;26228255
Вінницька;Бершадський район;Серединська загальноосвітня школа I-III ступеня ім. В. М. Думанського ;20;11;114;26228344
Вінницька;Бершадський район;Устянська загальноосвітня школа І-ІІІ ступенів ;24;18;242;23056658
Вінницька;Бершадський район;Дяківська загальноосвітня школа І-ІІ ступенів;13;6;77;26228189
Вінницька;Бершадський район;Бершадська загальноосвітня школа І-ІІІ ступенів №3;54;29;600;23056598
Вінницька;Бершадський район;Кошаринецька загальноосвітня школа І - ІІ ступенів,Бершадського району ,Вінницької області;15;8;50;26228025
Вінницька;Бершадський район;Кидрасівська загальноосвітня школа І-ІІ ступенів;9;6;33;26228120
Вінницька;Бершадський район;Маньківська загальноосвітня школа І-ІІ ступенів Бершадського району Вінницької області;15;8;76;26228203
Вінницька;Бершадський район;Голдашівська загальноосвітня школа І-ІІ ступенів ;13;9;47;26228019
Вінницька;Бершадський район;Малокиріївська загальноосвітня школа І-ІІ ступенів;11;10;44;26228083
Вінницька;Бершадський район;Осіївська загальноосвітня школа І-ІІІ ступенів ;18;14;114;26228290
Вінницька;Бершадський район;Крушинівська загальноосвітня школа І-ІІ ступенів;15;10;64;26228166
Вінницька;Бершадський район;"Навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІ ступенів-дошкільний навчальний заклад"" села Шумилів Бершадського району Вінницької області";15;6;44;26228108
Вінницька;Бершадський район;Поташнянська загальноосвітня школа І-ІІступенів;15;13;107;26228060
Вінницька;Бершадський район;Михайлівська загальноосвітня школа І-ІІ ступенів імені Р. А. Скалецького, Бершадського району, Вінницької області;12;10;43;26228226
Вінницька;Вінницький район;Вінницько-Хутірський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Вінницького району Вінницької області;39;34;533;13328956
Вінницька;Вінницький район;Медвеже-Вушківська середня загальноосвітня школа І-ІІІ ступенів;18;16;161;26242249
Вінницька;Вінницький район;Михайлівська середня загальноосвітня школа І-ІІІ ступенів;25;20;178;26242195
Вінницька;Вінницький район;Стрижавська загальноосвітня школа І-ІІІ ступенів;43;45;524;26235367
Вінницька;Вінницький район;Лаврівська середня загальноосвітня школа І-ІІ ступенів;15;12;97;26235321
Вінницька;Вінницький район;Переорська середня загальноосвітня школа І-ІІ ступенів;14;12;45;26242284
Вінницька;Вінницький район;Щітецька середня загальноосвітня школа І-ІІ ступенів;17;13;102;26224441
Вінницька;Вінницький район;Агрономічненська середня загальноосвітня школа І-ІІІ ступенів, Вінницького району, Вінницької області;48;49;537;21724179
Вінницька;Вінницький район;Бохоницька середня загальноосвітня школа I-III ступенів;24;17;193;26235315
Вінницька;Вінницький район;Гавришівська середня загальноосвітня школа І-ІІІ ступеня, Вінницького району, Вінницької області;19;14;165;26228597
Вінницька;Вінницький район;Малокрушлинецька середня загальноосвітня школа І-ІІІ ступенів;20;15;180;26235491
Вінницька;Вінницький район;"Комунальний заклад ""Мізяківсько - Хутірський навчально-виховний коплекс: загальноосвітня школа І-ІІІ ступенів - дошільний навчальний заклад Вінницького району Вінницької області""";30;26;165;26242150
Вінницька;Вінницький район;Навчально-виховний заклад: «Загальноосвітня школа І-ІІІ ступенів-ліцей смт Стрижавка»;56;31;671;26235551
Вінницька;Вінницький район;Некрасовська загальноосвітня школа І-ІІІ ступенів;29;24;251;26243496
Вінницька;Вінницький район;Оленівський НВК: ЗОШ І-ІІІ ст ДНЗ;19;26;103;26229355
Вінницька;Вінницький район;Писарівська загальноосвітня школа І - ІІІ ступенів;21;15;222;26235048
Вінницька;Вінницький район;Пултівецька середня загальноосвітня школа І-ІІІ ступенів;24;23;200;26422945
Вінницька;Вінницький район;Сосонська середня загальноосвітня школа I-III ступенів;33;31;275;26235249
Вінницька;Вінницький район;Степанівський навчально - виховний комплекс: загальноосвітня школа І-ІІІ ст. - дошкільний навчальний заклад, Вінницького району Вінницької області;23;21;150;21729123
Вінницька;Вінницький район;"Комунальний заклад ""Великокрушлинецький навчально-виховний комплекс: загальноосвітня школа І-ІІ ст. - дошкільний навчальний заклад""";15;11;52;26243024
Вінницька;Вінницький район;Ільківська загальноосвітня школа І-ІІ ступенів;15;12;75;26242189
Вінницька;Вінницький район;Медвідський навчально-виховний комплекс:загальноосвітня школа І ступеня - дошкільний навчальний заклад;6;12;13;38090579
Вінницька;Вінницький район;Побережненський навчально-виховний комплекс:загальноосвітня школа І - ІІ ст. - дошкільний наввчальний заклад Вінницького району Вінницької області;19;19;86;26234959
Вінницька;Вінницький район;Стадницька загальноосвітня школа І -ІІ ступенів;18;13;125;26229421
Вінницька;Гайсинський район;Навчально-виховний комплекс: середня загальноосвітня школа І-ІІІ ступенів - ліцей м.Гайсин Вінницької області;49;22;600;26234267
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІІ ступенів № 2 м. Гайсин Вінницької області;20;10;164;21726882
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІІ ступенів № 4 міста Гайсина Гайсинського району Вінницької області;44;16;558;21726868
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІІ ступенів №5 м. Гайсин Вінницької області;23;9;211;21726899
Вінницька;Гайсинський район;Навчально-виховний комплекс: середня загальноосвітня школа I-III ступенів - дошкільний навчальний заклад села Бондурі Гайсинського району Вінницької області;19;14;100;26234273
Вінницька;Гайсинський район;середня загальноосвітня школа І-ІІІ ступенів с.Бубнівка Гайсинського району Вінницької області;14;6;56;26234289
Вінницька;Гайсинський район;Середня загальноосвітня школа І - ІІІ ступеннів с. Губник Гайсинського району Вінницької області;17;7;168;26234304
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІІступенів с. Карбівка Гайсинського району Вінницької області;17;8;92;26234327
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІІ ступенів с.Куна Гайсинського району Вінницької області;24;14;170;26234391
Вінницька;Гайсинський район;Середня загальноосвітня школа І - ІІІ ступенів село Кущинці Гайсинського району Вінницької області;20;7;84;26234422
Вінницька;Гайсинський район;"Cередня загальноосвітня школа І-ІІІ ступенів с. Степашки
Гайсинського району Вінницької області";16;8;75;26234468
Вінницька;Гайсинський район;Середня загальноосвітня школа І - ІІІ ступенів с.Харпачка Гайсинського району Вінницької області;16;10;61;26234474
Вінницька;Гайсинський район;середня загальноосвітня школа І-ІІІ ступенів с. Чечелівка Гайсинського району Вінницької області;18;12;138;26234480
Вінницька;Гайсинський район;Навчально-виховний комплекс: середня загальноосвітня школа І-ІІІ ступенів-гімназія м. Гайсин;50;15;656;21726853
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІІ ступенів № 3 м.Гайсин Вінницької області;21;12;142;21726907
Вінницька;Гайсинський район;Середня загальноосвітня школа І - ІІІ ступенів с. Гранів Гайсинського району Вінницької області;25;15;181;26234296
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІІ ступенів імені Г.Т. Танцюри с. Зятківці Гайсинського району Вінницької області;17;8;133;26234362
Вінницька;Гайсинський район;середня загальноосвітня школа І - ІІІ ступенів с. Кіблич Гайсинського району Вінницької області;18;8;97;26234310
Вінницька;Гайсинський район;Середня загальноосвітня школа І - ІІІ ступенів с. Кисляк Гайсинського району Вінницької області;18;10;75;26234379
Вінницька;Гайсинський район;Cередня загальноосвітня школа І-ІІІ ступенів с. Михайлівка Гайсинського району Вінницької області;17;15;156;26234439
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІ ступенів села Грузьке;11;4;37;26229450
Вінницька;Гайсинський район;середня загальносвітня школа І - ІІ ступенів села Гунча;17;6;50;26229562
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІ ступенів села Жерденівка;13;5;52;26229473
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІ ступенів с.Ладижинські Хутори Гайсинського району Вінницької області;9;5;51;40416427
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІ ступенів с.Мелешків Гайсинського району Вінницької області;7;5;27;26234356
Вінницька;Гайсинський район;Середня загальноосвітня школа І-ІІ ступенів с.Рахни Гайсинського району Вінницької області;12;5;31;26234505
Вінницька;Гайсинський район;"Навчально- виховний комплекс: загальноосвітня школа І-ІІ ступенів - 
дошкільний навчальний заклад 
імені В.С.Стуса с.Рахнівка 
Гайсинського району Вінницької області";10;8;31;26234511
Вінницька;Гайсинський район;середня загальноосвітня школа І-ІІ ступенів с.Ярмолинці Гайсинського району Вінницької області;15;7;78;26234333
Вінницька;Жмеринський район;"Опорний заклад ""Браїлівська загальноосвітня школа І-ІІІ ступенів імені В.О.Забаштанського Жмеринської районної ради""";53;25;572;26242321
Вінницька;Жмеринський район;Кармалюківська загальноосвітня школа І-ІІІ ступенів ;17;11;108;26242522
Вінницька;Жмеринський район;"Опорний заклад ""Мартинівська загальноосвітня школа І-ІІІ ступенів""";21;17;131;26242539
Вінницька;Жмеринський район;Носківецька загальноосвітня школа І-ІІ-ІІІступенів;20;12;149;26242545
Вінницька;Жмеринський район;Олександрівська ЗОШ І-ІІІ ступенів імені Д. Ф. Касьянчука, Жмеринського району, Вінницької області;19;9;86;26242551
Вінницька;Жмеринський район;Почапинецька загальноосвітня школа І-ІІІ ступенів;18;11;131;26242568
Вінницька;Жмеринський район;"Комунальний заклад ""Сербинівський навчально-виховний комплекс ""загальноосвітня школа І-ІІ-ІІІ ступенів-дошкільний навчальний заклад"" 
відділ освіти Жмеринської районної державної адмістрації
Департамент освіти Вінницької облдержадміністрації";20;13;96;39977763
Вінницька;Жмеринський район;Станіславчицька загальноосвітня школа І-ІІІ ступенів Жмеринського району Вінницької області;25;16;253;26242597
Вінницька;Жмеринський район;"Браїлівська загальноосвітня школа І-ІІ ступенів
Браїлівська загальноосвітня школа І-ІІ ступенів
";16;13;202;26242508
Вінницька;Жмеринський район;Будецька загальноосвітня школа І-ІІ ступенів;15;5;66;11511200
Вінницька;Жмеринський район;"Комунальний заклад ""Дубівський навчально-виховний комплекс ""Загальноосвітня школа І ступеня - дошкільний навчальний заклад""";5;6;15;37996983
Вінницька;Жмеринський район;Кам'яногірська загальноосвітня школа І-ІІ ступенів ;13;5;51;26242663
Вінницька;Жмеринський район;Кацмазівська загальноосвітня школа І-ІІ ступенів;15;7;70;26242657
Вінницька;Жмеринський район;Кудіївецька загальноосвітня школа І - ІІ ступенів ;15;6;61;26242367
Вінницька;Жмеринський район;Куриловецька загальноосвітня школа І ступенів;2;0;9;26242640
Вінницька;Жмеринський район;Мовчанська загальноосвітня школа І-ІІ ступенів;9;5;41;26242350
Вінницька;Жмеринський район;Потоцька загальноосвітня школа І-ІІ ступенів;8;3;41;26242389
Вінницька;Жмеринський район;"Комунальний заклад ""Слободо-Межирівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад""";9;7;36;26242485
Вінницька;Жмеринський район;"Стодулецька 
загальноосвітня школа І-ІІ ступенів
Жмеринська районна рада
Вінницька область";10;4;52;26242410
Вінницька;Жмеринський район;Тарасівська середня загальноосвітня школа І-ІІ ступенів Жмеринської РДА, Вінницької області;13;6;61;26242443
Вінницька;Жмеринський район;Телелинецька загальноосвітня школа І ступеня Жмеринського району Вінницької області;2;2;11;26242479
Вінницька;Іллінецький район;Бабинська загальноосвітня школа І-ІІІ ступенів Іллінецької районної ради Вінницької області;20;10;156;26241913
Вінницька;Іллінецький район;Городоцька загальноосвітня школа І-ІІІ ступеныв Іллінецького району,Вінницької області;19;13;130;26235108
Вінницька;Іллінецький район;Китайгородська загальноосвітня школа І - ІІІ ступенів Іллінецької районної ради Вінницької області;20;10;100;26235099
Вінницька;Іллінецький район;Леухівська загальноосвітня школи І - ІІІ ступенів Іллінецької районної ради Вінницької області;19;11;108;26241959
Вінницька;Іллінецький район;Слободищенська загальноосвітня школа І-ІІІ ступенів Іллінецької районної ради Вінницької області;17;12;100;26241936
Вінницька;Іллінецький район;Іллінецька загальноосвітня школа І-ІІІ ступенів Іллінецької районної ради Вінницької області;18;11;147;26241735
Вінницька;Іллінецький район;Криштопівська загальноосвітня школа 1-2 ступенів Іллінецької районної ради Вінницької області;13;4;43;26241988
Вінницька;Іллінецький район;Росоховатська загальноосвітня школа І-ІІ ступенів Іллінецької районної ради Вінницької області;8;4;26;26235166
Вінницька;Іллінецький район;Комунальний навчальний заклад - Кам`яногірська загальноосвітня школа І ступеня Іллінецької районної ради Вінницької області;4;3;22;26235203
Вінницька;Калинівський район;"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад с. Шепіївка Калинівського району Вінницької області""";14;8;30;26286399
Вінницька;Калинівський район;"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад с. Сальник Калинівського району Вінницької області""";28;15;210;26286560
Вінницька;Калинівський район;"Комунальний заклад""Навчально виховний комплекс загальноосвітня школа 1-2 ст.-дошкільний навчальний заклад с.Жигалівка Калинівський район Вінницька область""";15;7;34;26286488
Вінницька;Калинівський район;Загальноосвітня школа І-ІІ ступенів с.Мирне, Калинівського району, Вінницької області;16;9;71;26286465
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів с.Пиків Калинівський р-н Вінницька область;17;6;77;26286614
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів с. Черепашинці Вінницька область Калинівський район;19;8;134;26286548
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів с. Бережани Калинівський район Вінницька область;23;9;127;26286653
Вінницька;Калинівський район;"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад село Писарівка Калинівського району Вінницької області""
";25;11;86;26286599
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів с.Радівка Калинівський район Вінницька область;18;8;121;26286583
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів с. Уладівське Калинівського району Вінницької області;21;13;120;26286554
Вінницька;Калинівський район;"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів дошкільний навчальний заклад с.Хомутинці Калинівського району Вінницької області""";19;13;62;26286531
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів с.Глинськ Вінницької області Калинівського району;21;10;118;26286353
Вінницька;Калинівський район;Загальноосвітня школа І-ІІ ступенів с. Нападівка Калинівський район Вінницька область;16;6;63;26286436
Вінницька;Калинівський район;"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад с. Лісова Лисіївка Калинівського району Вінницької області""";18;12;73;26286643
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів с. Голендри Калинівський район Вінницька область;23;12;112;26286347
Вінницька;Калинівський район;"Комунальний заклад ""Навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів - дитячий садок с. Польова Лисіївка"" Калинівський район Вінницька область";12;6;27;26286424
Вінницька;Калинівський район;Загальноосвітня школа І-ІІІ ступенів №1 Вінницька обл. Калинівський р-н с. Пиків;18;8;74;21728970
Вінницька;Калинівський район;загальноосвітня школа І-ІІ ступенів - дитячий садок с.Заливанщина Калинівський р-н Вінницька обл.;20;10;58;26286324
Вінницька;Калинівський район;"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад села Грушківці Калинівський район Вінницька область""";18;12;66;26286502
Вінницька;Калинівський район;Навчально - виховний комплекс заклад загальної середньої освіти І-ІІ ступенів - заклад дошкільної освіти с. Дружне Калинівського району Вінницької області;13;5;46;26286494
Вінницька;Калинівський район;Загальноосвітня школа І-ІІ ступенів с. Люлинці, Калинівський район, Вінницька область;13;5;40;26286459
Вінницька;Калинівський район;"комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад с.Лемешівка Калинівського району Вінницької області""";26;15;96;26286637
Вінницька;Калинівський район;Корделівська середня загальноосвітня школа І-ІІІ ступенів с.Корделівки Калинівського району Вінницької області ;37;19;350;26142074
Вінницька;Калинівський район;Комунальний заклад навчально-виховний комплекс заклад загальної середньої освіти І ступеня - заклад дошкільної освіти села Котюжинці Калинівського району Вінницької області;6;9;21;26286471
Вінницька;Козятинський район;"Білопільський загальноосвітній навчально-виховний комплекс I-III ступенів ""Школа-дитячий садок"" Козятинського району Вінницької області";20;13;88;35469849
Вінницька;Козятинський район;"Безіменський загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа-дитячий садок"" ";25;16;101;35469482
Вінницька;Козятинський район;"Бродецький загальноосвітній навчально-виховний комплекс I-III ступенів ""Школа - дитячий садок""";28;27;233;35469750
