region;district_name;school_name;teachers;technical;students;edrpo
Дніпропетровська;Новомосковськ;Середня загальноосвітня школа № 18 - загальноосвітній навчальний заклад І-ІІІ ступенів;63;20;1186;33125872
Дніпропетровська;Новомосковськ;"Новомосковський міський ліцей ""Самара""";24;9;278;25537043
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів №1 Павлоградської міської ради Дніпропетровської області;74;27;1235;26328241
Дніпропетровська;Павлоград;"Павлоградський навчально-виховний комплекс ""Загальноосвітній навчальний заклад-дошкільний навчальний заклад № 2"" Павлоградської міської ради Дніпропетровської області";52;32;499;26238992
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів №3 Павлоградської міської ради Дніпропетровської області;32;15;319;26328258
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів № 4 Павлоградської міської ради Дніпропетровської області;40;21;596;26328264
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів № 5 Павлоградської міської ради Дніпропетровської області;56;26;948;26328270
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів №6 Павлоградської міської ради Дніпропетровської області;46;17;433;26328287
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа I-III ступенів №7 Павлоградської міської ради Дніпропетровської облласті;50;19;701;26328293
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів № 8 Павлоградської міської ради Дніпропетровської області;45;17;485;26328301
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів №9 Павлоградської міської ради Дніпропетровської області;76;28;1268;26328318
Дніпропетровська;Павлоград;Павлоградський міський ліцей Павлоградської міської ради Дніпропетровської області;44;21;544;25725649
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І - ІІІ ступенів № 11 Павлоградської міської ради Дніпропетровської області;54;21;766;26328324
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів №12 Павлоградської міської ради Дніпропетровської області;40;17;463;26328330
Дніпропетровська;Павлоград;"Павлоградський навчально-виховний комплекс ""Загальноосвітній навчальний заклад - дошкільний навчальний заклад"" №14 Павлоградської міської ради Дніпропетровської області";21;16;132;26328459
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа I-III ступенів №15 Павлоградської міської ради Дніпропетровської області;47;22;762;26328347
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів №16 Павлоградської міської ради Дніпропетровської області;35;15;378;26328353
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів № 17 Павлоградської міської ради Дніпропетровської області;65;21;824;26328364
Дніпропетровська;Павлоград;Гімназія з інтернатним відділенням Павлоградської міської ради Дніпропетровської області;37;33;305;26328376
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів №19 Павлоградської міської ради Дніпропетровської області;63;30;1071;26328382
Дніпропетровська;Павлоград;Павлоградська загальноосвітня школа І-ІІІ ступенів № 20 Павлоградської міської ради Дніпропетровської області;27;15;254;26328399
Дніпропетровська;Першотравенськ;Першотравенська загальноосвітня школа І-ІІІ ступенів № 1;40;14;445;26329192
Дніпропетровська;Першотравенськ;Першотравенська загальноосвітня школа І-ІІІ ступенів №2;58;21;759;19433824
Дніпропетровська;Першотравенськ;Першотравенська загальноосвітня школа І-ІІІ ступенів № 3 ;38;17;480;19433836
Дніпропетровська;Першотравенськ;Першотравенська загальноосвітня школа І-ІІІ ступенів №4;36;15;498;19433842
Дніпропетровська;Першотравенськ;Першотравенська загальноосвітня школа І-ІІІ ступенів № 5;57;23;823;26329200
Дніпропетровська;Синельникове;Синельниківська загальноосвітня школа І-ІІІ ступенів №1 Синельниківської міської ради Дніпропетровської області;29;14;453;20214186
Дніпропетровська;Синельникове;Синельниківська загальноосвітня школа І-ІІІ ступенів №2 Синельниківської міської ради Дніпропетровської області;65;28;1041;19099627
Дніпропетровська;Синельникове;Синельниківська загальноосвітня школа І-ІІІ ступенів № 3 Синельниківської міської ради Дніпропетровської області;23;13;342;33265655
Дніпропетровська;Синельникове;Синельниківська загальноосвітня школа І-ІІІ ступенів №4 Синельниківської міської ради Дніпропетровської області;24;18;331;20210521
Дніпропетровська;Синельникове;Синельниківська загальноосвітня школа І-ІІІ ступенів №5 Синельниківської міської ради Дніпропетровської області;28;20;400;20260134
Дніпропетровська;Синельникове;Синельниківська загальноосвітня школа І-ІІІ ступенів № 6 Синельниківської міської ради Дніпропетровської області ;36;17;602;33265642
Дніпропетровська;Синельникове;"Синельниківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Синельниківської міської ради";33;30;519;20218706
Дніпропетровська;Тернівка;"Комунальний заклад ""Тернівська загальноосвітня школа І-ІІІ ступенів з класами вечірньої форми навчання №4 Тернівської міської ради Дніпропетровської області""";73;25;863;23066148
Дніпропетровська;Тернівка;"Комунальний заклад ""Тернівська загальноосвітня школа І-ІІІ ступенів №7 Тернівської міської ради Дніпропетровської області""";59;21;690;23068779
Дніпропетровська;Тернівка;"Комунальний заклад ""Тернівська загальноосвітня школа І-ІІІ ступенів №5 Тернівської міської ради Дніпропетровської області""";68;26;865;23068791
Дніпропетровська;Тернівка;"Комунальний заклад ""Тернівська загальноосвітня школа І-III ступенів №1 Тернівської міської ради Дніпропетровської області""";24;13;231;23066154
Дніпропетровська;Тернівка;"Комунальний заклад ""Тернівська загальноосвітня школа І-ІІІ ступенів №6 Тернівської міської ради Дніпропетровської області""";47;21;506;23068785
Дніпропетровська;Васильківський район;Чаплинська середня загальноосвітня опорна школа Васильківського району Дніпропетровської області;52;27;478;23067521
Дніпропетровська;Васильківський район;Павлівська середня загальноосвітня школа Васильківського району Дніпропетровської області;24;13;176;20237773
Дніпропетровська;Васильківський район;"Шевченківський навчально-виховний комплекс ""загальноосвітній навчальний заклад - дошкільний навчальний заклад"" Васильківського району Дніпропетровської області";24;15;78;20232132
Дніпропетровська;Васильківський район;"Новогригорівський навчально-виховний комплекс ""загальноосвітній навчальний заклад - дошкільний навчальний заклад"" Васильківського району Дніпропетровської області";13;7;38;26461846
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад Верхівцевський навчально-виховний комплекс ""Середня загальноосвітня школа №1- дошкільний навчальний заклад"" Верхньодніпровськоїї районної ради";87;59;980;26372727
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Верхівцевська середня загальноосвітня школа №2  І-ІІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";27;21;454;26372265
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Дніпровська   середня загальноосвітня багатопрофільна школа  І-ІІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";33;28;495;26372733
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Новомиколаївська  середня загальноосвітня  школа №1  І-ІІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";23;15;276;26372667
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Новомиколаївська  середня загальноосвітня  школа №2  І-ІІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";22;14;187;26372704
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Боровківська  середня загальноосвітня  школа   І-ІІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";16;14;144;26372549
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Водянська  середня загальноосвітня  школа І-ІІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";16;12;122;26372638
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад Ганнівський навчально-виховний комплекс ""Середня загальноосвітня школа - дошкільний навчальний заклад"" Верхньодніпровськоїї районної ради";68;62;355;26372555
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Любомирівська  середня загальноосвітня  школа   І-ІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";11;11;60;26372271
Дніпропетровська;Верхньодніпровський район;"Комунальний заклад ""Андріївська неповна середня загальноосвітня  школа   І-ІІ ступенів"" Верхньодніпровськоїї районної ради Дніпропетровської області""";11;11;55;26372561
Дніпропетровська;Дніпровський район;Комунальний заклад «Степовий навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад» Дніпровської районної ради Дніпропетровської області»;24;17;83;41102184
Дніпропетровська;Дніпровський район;Комунальний заклад «Балівська загальноосвітня школа І-ІІІ ступенів» Дніпровської районної ради Дніпропетровської області»;26;13;222;26503858
Дніпропетровська;Дніпровський район;Комунальний заклад «Горьківський навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад» Дніпровської районної ради Дніпропетровської області»;26;17;96;19302620
Дніпропетровська;Дніпровський район;Комунальний заклад «Горянівський навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад» Дніпровської районної ради Дніпропетровської області»;29;24;191;23077332
Дніпропетровська;Дніпровський район;"Комунальний заклад «Обухівська загальноосвітня школа № 1
I-III ступенів» Дніпровської районної ради Дніпропетровської області»";52;25;585;20287297
Дніпропетровська;Дніпровський район;Комунальний заклад «Обухівський навчально-виховний комплекс № 2 «Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад» Дніпровської районної ради Дніпропетровської області»;41;44;203;24599450
Дніпропетровська;Дніпровський район;Комунальний заклад «Миколаївська загальноосвітня школа №1 I-III ступенів» Дніпровської районної ради Дніпропетровської області»;28;17;222;20267188
Дніпропетровська;Дніпровський район;Комунальний заклад «Миколаївська загальноосвітня школа №2 I-III ступенів» Дніпровської районної ради Дніпропетровської області»;23;12;143;20265054
Дніпропетровська;Дніпровський район;Комунальний заклад «Олександрівська загальноосвітня школа I-III ступенів» Дніпровської районної ради Дніпропетровської області»;44;17;462;23067550
Дніпропетровська;Дніпровський район;Комунальний заклад «Партизанська загальноосвітня школа I-III ступенів» Дніпровської районної ради Дніпропетровської області»;29;13;252;26462873
Дніпропетровська;Дніпровський район;Комунальний заклад «Підгородненський навчально-виховний комплекс №1» Дніпровської районної ради Дніпропетровської області»;45;34;406;20265143
Дніпропетровська;Дніпровський район;Комунальний заклад «Підгородненська загальноосвітня школа № 2 I-III ступенів» Дніпровської районної ради Дніпропетровської області»;73;27;939;20279688
Дніпропетровська;Дніпровський район;Комунальний заклад «Підгородненський навчально-виховний комплекс № 3 «Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад» Дніпровської районної ради Дніпропетровської області»;57;26;695;20271505
Дніпропетровська;Дніпровський район;Комунальний заклад «Підгородненський навчально-виховний комплекс № 4 «Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад» Дніпровської районної ради Дніпропетровської області»;39;41;196;20270210
Дніпропетровська;Дніпровський район;Комунальний заклад «Шевченківська загальноосвітня школа I-III ступенів» Дніпровської районної ради Дніпропетровської області»;21;11;115;20271126
Дніпропетровська;Криворізький район;"Опорний комунальний навчальний заклад ""Софіївська загальноосвітня школа І-ІІІ ступенів""";90;66;584;19146605
Дніпропетровська;Криворізький район;"Опорний комунальний навчальний заклад ""Лозуватська загальноосвітня школа  І-ІІІ ступенів імені Т.Г. Шевченка""";67;46;626;19150618
Дніпропетровська;Криворізький район;"Опорний комунальний навчальний заклад  ""Надеждівський навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад)""";48;36;303;20208760
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Веселівська загальноосвітня школа І-ІІІ ступенів""";20;15;185;19146551
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Глеюватська загальноосвітня школа І - ІІ ступенів""";14;15;190;20209386
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Златоустівська загальноосвітня школа І - ІІ ступенів""";13;11;74;20212388
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Красівський навчально-виховний комплекс (загальноосвітня школа І - ІІІ ступенів-дошкільний навчальний заклад)""";23;22;237;19146574
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Недайводський навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад)""";18;19;95;19145824
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Новопільський навчально-виховний комплекс (загальноосвітній навчальний заклад І-ІІІ ступеня - дошкільний навчальний заклад)"" ";32;15;314;19154639
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Радушненська загальноосвітня школа І-ІІІ ступенів""";32;20;410;19146580
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Радіонівська загальноосвітня школа І-ІІІ ступенів""";19;13;90;23024612
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Червоношахтарська загальноосвітня школа І -ІІІ ступенів""";22;14;167;19143601
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Червонозабійницька загальноосвітня школа І-ІІІ ступенів""";22;12;170;20207720
Дніпропетровська;Криворізький район;"Комунальний навчальний заклад ""Широківська загальноосвітня школа І - ІІІ ступенів""";17;12;164;19146485
Дніпропетровська;Криничанський район;Світлогірська середня загальноосвітня школа Криничанського району Дніпропетровської області;21;15;178;24240001
Дніпропетровська;Криничанський район;Затишнянська середня загальноосвiтня школа Криничанського району Дніпропетровської області;19;9;119;26238532
Дніпропетровська;Криничанський район;"Комунальний навчально-виховний комплекс ""Вітрівська загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад""";9;7;11;26238561
Дніпропетровська;Криничанський район;Преображенська середня загальноосвітня школа Криничанського району Дніпропетровської області;13;9;57;21908710
Дніпропетровська;Криничанський район;"Комунальний навчально-виховний комплекс"" Малософіївська загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад""";15;11;48;26238555
Дніпропетровська;Криничанський район;"Комунальний заклад ""Катеринопільська загальноосвітня початкова школа-садок загального розвитку"" Криничанської районної ради";7;8;17;26237596
Дніпропетровська;Криничанський район;"Комунальний заклад ""Зорянська загальноосвітня початкова школа-сад"" Криничанської районної ради";7;9;22;26237604
Дніпропетровська;Криничанський район;"Комунальний навчально-виховний комплекс ""Биківська загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад"" Криничанського району Дніпропетровської області";13;11;61;26238549
Дніпропетровська;Криничанський район;"Степанівський навчально-виховний комплекс"" Степанівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Криничанського району Дніпропетровської області";21;22;161;24242498
Дніпропетровська;Криничанський район;Семенівська середня загальноосвітня школа Криничанського райну Дніпропетровської області;20;12;106;25534719
Дніпропетровська;Криничанський район;"Комунальний навчально-виховний комплекс ""Червоноіванівська середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Криничанського району Дніпропетровської області";18;13;90;24247254
Дніпропетровська;Криничанський район;Адамівський заклад загальної середньої освіти Криничанський район Дніпропетровська область;17;13;122;26238503
Дніпропетровська;Криничанський район;Гуляйпільська середня загальноосвітня школа;22;13;143;23068319
Дніпропетровська;Криничанський район;"Комунальний навчально-виховний комплекс ""Теплівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад "" Криничанського району Дніпропетровської області";18;11;94;24422220
Дніпропетровська;Криничанський район;"Комунальний заклад ""Промінська середня загальноосвітня школа І-ІІІ ступенів"" Криничанського району Дніпропетровської області";17;11;80;24246740
Дніпропетровська;Криничанський район;Кудашівська середня загальноосвітня школа Криничанського району Дніпропетровської області;19;18;165;21903158
Дніпропетровська;Магдалинівський район;Магдалинівська загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;84;51;824;26328560
Дніпропетровська;Магдалинівський район;Гупалівська загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;17;9;121;26328583
Дніпропетровська;Магдалинівський район;Дмухайлівська загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;16;12;113;26328593
Дніпропетровська;Магдалинівський район;"Комунальний заклад ""Жданівський навчально-виховний комплекс"" загальноосвітня школа I-III ст. дошкільний навчальний заклад"" Магдалинівської районної ради";21;16;163;26328608
Дніпропетровська;Магдалинівський район;Заплавська загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;14;13;82;26328614
Дніпропетровська;Магдалинівський район;Кільченська загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;13;7;67;26329022
Дніпропетровська;Магдалинівський район;Казначеївська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;16;11;128;26328620
Дніпропетровська;Магдалинівський район;Котівська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;22;19;196;26328658
Дніпропетровська;Магдалинівський район;Новопетрівська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;17;16;102;26328689
Дніпропетровська;Магдалинівський район;"Комунальний заклад ""Мар""ївський навчально-виховний комплекс"" загальноосвітня школа I-III ст. дошкільний навчальний заклад"" Магдалинівської районної ради";21;17;92;26328672
Дніпропетровська;Магдалинівський район;Оленівська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;18;10;141;26328703
Дніпропетровська;Магдалинівський район;Очеретуватівська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;18;6;114;26328712
Дніпропетровська;Магдалинівський район;"Комунальний заклад "" Першотравенський навчально-виховний комплекс"" загальноосвітня школа I-III ст. дошкільний навчальний заклад"" Магдалинівської районної ради";17;17;64;26328726
Дніпропетровська;Магдалинівський район;Поливанівська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;18;13;141;26328732
Дніпропетровська;Магдалинівський район;"Комунальний заклад "" Почино-Софіївський  навчально-виховний комплекс"" загальноосвітня школа I-III ст. дошкільний навчальний заклад"" Магдалинівської районної ради";19;13;104;26328991
Дніпропетровська;Магдалинівський район;Чернетчинська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;17;11;97;26329045
Дніпропетровська;Магдалинівський район;Шевська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;15;6;74;26329051
Дніпропетровська;Магдалинівський район;Шевченківська  загальнооосвітня школа  Магдалинівської районної ради Дніпропетровської області;14;7;99;26329068
Дніпропетровська;Межівський район;"районний комунальний заклад освіти ""Слав'янська середня загальноосвітня школа І-ІІІ ступенів""";26;20;239;26461483
Дніпропетровська;Межівський район;"районний комунальний заклад освіти ""Зорянська середня загальноосвітня школа І-ІІІ ступенів""";23;15;122;26461388
Дніпропетровська;Межівський район;"Сільський комунальний заклад освіти ""Маліївський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І ступеня - дошкільний навчальний заклад""""";3;5;7;35932509
Дніпропетровська;Межівський район;"Сільський комунальний заклад освіти ""Миронівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І ступеня - дошкільний навчальний заклад""""";4;6;8;35932522
Дніпропетровська;Нікопольський район;Веселівська загальноосвітня школа І-Ш ступенів Нікопольської районної ради;12;14;61;34276851
Дніпропетровська;Нікопольський район;Капулівська загальноосвітня школа І-Ш ступенів Нікопольської районної ради;18;12;141;34052931
Дніпропетровська;Нікопольський район;Криничуватська загальноосвітня школа І-Ш ступенів Нікопольської районної ради;16;13;107;34276872
Дніпропетровська;Нікопольський район;Новософіївська загальноосвітня школа І-Ш ступенів Нікопольської районної ради;9;7;45;34276846
Дніпропетровська;Нікопольський район;Олексіївська загальноосвітня школа І-Ш ступенів Нікопольської районної ради;42;21;321;34052989
Дніпропетровська;Нікопольський район;Приміська загальноосвітня школа І-Ш ступенів Нікопольської районної ради;22;16;145;34276799
Дніпропетровська;Нікопольський район;Покровська загальноосвітня школа І-Ш ступенів Нікопольської районної ради;23;14;233;34052952
Дніпропетровська;Новомосковський район;Андріївська загальноосвітня школа І-ІІ ступенів Новомосковської районної ради Дніпропетровської області;8;3;29;26368482
Дніпропетровська;Новомосковський район;Всесвятська загальноосвітня школа І-ІІ ступенів Новомосковської районної ради Дніпропетровської області;9;6;27;26368513
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Василівський навчально - виховний комплекс ""Школа - дошкільний заклад"" Новомосковської районної ради Дніпропетровської області";22;11;91;26368312
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Вільненський навчально - виховний комплекс ""Школа - дошкільний заклад"" Новомосковської районної ради Дніпропетровської області";22;18;221;26367991
Дніпропетровська;Новомосковський район;Гвардійська загальноосвітня школа І-ІІІ ступенів Новомосковської районної ради Дніпропетровської області;39;22;465;26367956
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Гнатівський  навчально - виховний комплекс ""Школа - дошкільний заклад"" Новомосковської районної ради Дніпропетровської області";14;12;46;26367962
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Губиниський заклад загальної середньої освіти І-ІІІ ступенів № 2 (опорний заклад)"" Новомосковської районної ради Дніпропетровської області";47;29;540;26368335
Дніпропетровська;Новомосковський район;Капітанівська загальноосвітня школа І-ІІ ступенів Новомосковської районної ради Дніпропетровської області ;11;7;33;26368499
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Івано - Михайлівський  навчально - виховний комплекс ""Школа - дошкільний заклад"" Новомосковської районної ради Дніпропетровської області";11;9;28;26368528
Дніпропетровська;Новомосковський район;" Комунальний заклад освіти ""Миколаївське навчально - виховне обєднання"" заклад загальної середньої освіти (опорний заклад) Новомосковської районної ради Дніпропетровської області";56;58;473;26368016
Дніпропетровська;Новомосковський район;Мар'янівська загальноосвітня школа І-ІІІ ступенів Новомосковської районної ради Дніпропетровської області;21;9;120;25003063
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Новостепанівський навчально - виховний комплекс ""Школа - дошкільний заклад"" Новомосковської районної ради Дніпропетровської області";15;11;88;26368005
Дніпропетровська;Новомосковський район;Попасненська загальноосвітня школа І-ІІІ ступенів Новомосковської районної ради Дніпропетровської області;16;15;115;26368393
Дніпропетровська;Новомосковський район;Спаська загальноосвітня школа І-ІІІ ступенів Новомосковської районної ради Дніпропетровської області;30;24;349;26368401
Дніпропетровська;Новомосковський район;Черкаська загальноосвітня школа І-ІІІ ступенів Новомосковської районної ради Дніпропетровської області;33;28;395;26368418
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Хащівський  навчально - виховний комплекс ""Школа - дошкільний заклад"" Новомосковської районної ради Дніпропетровської області";10;11;52;26368370
Дніпропетровська;Новомосковський район;"Комунальний заклад "" Євецько - Миколаївський  навчально - виховний комплекс ""Школа - дошкільний заклад"" Новомосковської районної ради Дніпропетровської області";12;6;37;26368542
Дніпропетровська;Петриківський район;Лобойківський заклад загальної середньої освіти Петриківської районної ради Дніпропетровської області;22;16;220;"26460466
"
Дніпропетровська;Петриківський район;Іванівський заклад освіти І-ІІІ ступенів Петриківської районної ради Дніпропетровської області;27;21;258;26460443
Дніпропетровська;Петриківський район;Чаплинський навчально-виховний комплекс І - ІІІ ступенів Петриківської районної ради Дніпропетровської області;30;30;239;26460383
